Level	Rule Name	Subject	Property	Value
WARN	duplicate_exact_synonym	https://w3id.org/aio/AveragePooling3DLayer	oboInOwl:hasExactSynonym	AvgPool3D
WARN	duplicate_exact_synonym	https://w3id.org/aio/AvgPool3DLayer	oboInOwl:hasExactSynonym	AvgPool3D
WARN	duplicate_exact_synonym	https://w3id.org/aio/AveragePooling2DLayer	oboInOwl:hasExactSynonym	AvgPool2D
WARN	duplicate_exact_synonym	https://w3id.org/aio/AvgPool2DLayer	oboInOwl:hasExactSynonym	AvgPool2D
WARN	duplicate_exact_synonym	https://w3id.org/aio/AveragePooling1DLayer	oboInOwl:hasExactSynonym	AvgPool1D
WARN	duplicate_exact_synonym	https://w3id.org/aio/AvgPool1DLayer	oboInOwl:hasExactSynonym	AvgPool1D
WARN	duplicate_label_synonym	https://w3id.org/aio/ContinualLearningLLM	oboInOwl:hasExactSynonym	Continual Learning LLM
WARN	duplicate_label_synonym	https://w3id.org/aio/ReshapeLayer	oboInOwl:hasExactSynonym	Reshape Layer
WARN	missing_definition	IAO:0000700	IAO:0000115	
WARN	missing_definition	oboInOwl:SubsetProperty	IAO:0000115	
WARN	missing_subset_declaration	https://w3id.org/aio/TrainingStrategySubset	rdfs:subPropertyOf	
